"ANNEE","2020","2019","2018","2017","2016","2015","2014","2013","2012","2011","2010","2009","2008","2007","2006","2005","2004","2003","2002","2001","2000","1999"
"Disponibilité globale (%)","93.28","88.38","95.80","96.11","95.23","91.06","67.64","97.52","96.05","91.92","83.10","96.00","96.50","87.90","96.10","94.10","89.70","89.20","94.90","95.20","94.90","95.00"
