"ANNEE","2020","2019","2018","2017","2016","2015","2014","2013","2012","2011","2010","2009","2008","2007","2006","2005","2004","2003","2002","2001","2000","1999","1998","1997","1996"
"Disponibilité globale (%)","92.57","88.31","89.70","85.10","86.94","84.72","90.20","85.64","89.81","88.24","87.67","87.49","90.95","86.30","88.70","94.90","83.40","77.80","95.30","94.10","87.90","94.20","79.30","",""
